Compound Name, 13 01a, 13 02a, 13 03a, 13 04a, 13 05a, 13 06a, 13 07a, 13 08a, 13 09a, 13 10a, 13 11a, 13 12a, 13 13a, 13 14a, 13 15a, 13 16a, 13 17a, 13 18a, 13 19a, 13 20a, 13 21a, 13 22a, 13 23a, 13 24a, 13 25a, 13 26a, 13 27a, 13 28a, 13 29a, 13 30a, 13 31a, 13 32a, 13 33a, 13 34a, 13 36a, 13 01b, 13 02b, 13 03b, 13 04b, 13 05b, 13 06b, 13 07b, 13 08b, 13 09b, 13 10b, 13 11b, 13 12b, 13 13b, 13 14b, 13 15b, 13 16b, 13 17b, 13 18b, 13 19b, 13 20b, 13 21b, 13 22b, 13 23b, 13 24b, 13 25b, 13 26b, 13 27b, 13 28b, 13 29b, 13 30b, 13 31b, 13 32b, 13 33b, 13 34b, 13 36b, 13 01c, 13 02c, 13 03c, 13 04c, 13 05c, 13 06c, 13 07c, 13 08c, 13 09c, 13 10c, 13 11c, 13 12c, 13 13c, 13 14c, 13 15c, 13 16c, 13 17c, 13 18c, 13 19c, 13 20c, 13 21c, 13 22c, 13 23c, 13 24c, 13 25c, 13 26c, 13 27c, 13 28c, 13 29c, 13 30c, 13 31c, 13 32c, 13 33c, 13 34c, 13 36c
1452_6.112_792.3406,600,600,600,600,434667.8,600,600,540469.1,600,83595.61,600,600,600,600,1617.981,10159.96,600,600,600,600,266910,600,600,600,600,600,600,168669.6,600,40420.16,600,600,600,600,533878.9,600,600,600,600,434667.8,600,600,540469.1,600,83595.61,600,600,600,600,1617.981,10159.96,600,600,600,600,266910,600,600,600,600,600,600,168669.6,600,40420.16,600,600,600,600,533878.9,600,600,600,600,434667.8,600,600,540469.1,600,83595.61,600,600,600,600,1617.981,10159.96,600,600,600,600,266910,600,600,600,600,600,600,168669.6,600,40420.16,600,600,600,600,533878.9
1453_6.871_794.3895,190788.5,43599.82,186462.3,127054.1,54937.89,34531.37,153633.5,168694.3,103025.9,143409,190838.4,174694.5,240600.3,210733.6,283854.4,263367.7,259866.5,224235.9,214793.9,144118.3,600,274565.9,174106.3,145062.9,197314.7,260511.9,2216.346,268999.3,34300.16,600,220341.5,304638.1,136584.3,249326.8,214420.7,190788.5,43599.82,186462.3,127054.1,54937.89,34531.37,153633.5,168694.3,103025.9,143409,190838.4,174694.5,240600.3,210733.6,283854.4,263367.7,259866.5,224235.9,214793.9,144118.3,600,274565.9,174106.3,145062.9,197314.7,260511.9,2216.346,268999.3,34300.16,600,220341.5,304638.1,136584.3,249326.8,214420.7,190788.5,43599.82,186462.3,127054.1,54937.89,34531.37,153633.5,168694.3,103025.9,143409,190838.4,174694.5,240600.3,210733.6,283854.4,263367.7,259866.5,224235.9,214793.9,144118.3,600,274565.9,174106.3,145062.9,197314.7,260511.9,2216.346,268999.3,34300.16,600,220341.5,304638.1,136584.3,249326.8,214420.7
1454_6.748_796.3745,62541.1,6188.796,600,61330.26,600,40642.15,63644.39,36023.07,44998.88,4413.952,77798.1,52056.66,68847.41,64858.92,78945.13,72226.38,65212.26,80625.39,54392.98,600,600,70326.3,600,600,80100.37,600,600,9898.106,600,600,78675.07,89625.48,600,74648.3,23089.21,62541.1,6188.796,600,61330.26,600,40642.15,63644.39,36023.07,44998.88,4413.952,77798.1,52056.66,68847.41,64858.92,78945.13,72226.38,65212.26,80625.39,54392.98,600,600,70326.3,600,600,80100.37,600,600,9898.106,600,600,78675.07,89625.48,600,74648.3,23089.21,62541.1,6188.796,600,61330.26,600,40642.15,63644.39,36023.07,44998.88,4413.952,77798.1,52056.66,68847.41,64858.92,78945.13,72226.38,65212.26,80625.39,54392.98,600,600,70326.3,600,600,80100.37,600,600,9898.106,600,600,78675.07,89625.48,600,74648.3,23089.21
1455_6.234_800.3438,600,600,600,600,125602.7,161465.5,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,146606.8,600,600,600,600,600,600,600,600,125602.7,161465.5,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,146606.8,600,600,600,600,600,600,600,600,125602.7,161465.5,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,146606.8,600,600,600,600
1456_6.364_800.3442,353703.5,246378.7,533279.1,644584.4,600,600,496039.9,543609.4,411966.1,288280.2,421073.5,361086.8,476947.3,695574.5,451157.6,484101.5,541643.1,403864.5,596001.9,222037,320752.2,798118.9,386791.6,374617.2,544965.6,794599.4,652012.6,600,600,287066.5,459395.1,460307.8,600,671374.1,620299.8,353703.5,246378.7,533279.1,644584.4,600,600,496039.9,543609.4,411966.1,288280.2,421073.5,361086.8,476947.3,695574.5,451157.6,484101.5,541643.1,403864.5,596001.9,222037,320752.2,798118.9,386791.6,374617.2,544965.6,794599.4,652012.6,600,600,287066.5,459395.1,460307.8,600,671374.1,620299.8,353703.5,246378.7,533279.1,644584.4,600,600,496039.9,543609.4,411966.1,288280.2,421073.5,361086.8,476947.3,695574.5,451157.6,484101.5,541643.1,403864.5,596001.9,222037,320752.2,798118.9,386791.6,374617.2,544965.6,794599.4,652012.6,600,600,287066.5,459395.1,460307.8,600,671374.1,620299.8
1457_6.164_800.3443,600,600,119322.4,142472.6,600,183207.1,600,600,600,600,191856.2,600,600,184856.1,600,600,145443,142134.4,600,156236.8,600,126238.2,56728.98,164500.1,117543.6,147098.3,190312.7,171000,600,157777.8,600,175179.5,600,600,600,600,600,119322.4,142472.6,600,183207.1,600,600,600,600,191856.2,600,600,184856.1,600,600,145443,142134.4,600,156236.8,600,126238.2,56728.98,164500.1,117543.6,147098.3,190312.7,171000,600,157777.8,600,175179.5,600,600,600,600,600,119322.4,142472.6,600,183207.1,600,600,600,600,191856.2,600,600,184856.1,600,600,145443,142134.4,600,156236.8,600,126238.2,56728.98,164500.1,117543.6,147098.3,190312.7,171000,600,157777.8,600,175179.5,600,600,600
1458_6.416_802.3585,600,12089.13,600,600,87201.97,600,84402.48,600,155678.5,600,600,600,600,600,600,205319.2,600,600,181322.3,600,61680.92,600,125659.6,91887.52,600,600,600,600,87147.07,600,600,600,600,131471.1,600,600,12089.13,600,600,87201.97,600,84402.48,600,155678.5,600,600,600,600,600,600,205319.2,600,600,181322.3,600,61680.92,600,125659.6,91887.52,600,600,600,600,87147.07,600,600,600,600,131471.1,600,600,12089.13,600,600,87201.97,600,84402.48,600,155678.5,600,600,600,600,600,600,205319.2,600,600,181322.3,600,61680.92,600,125659.6,91887.52,600,600,600,600,87147.07,600,600,600,600,131471.1,600
1459_6.409_804.3742,600,37441.78,600,30025.97,600,600,600,600,600,600,600,600,29504.58,54672.21,600,600,600,600,600,35662.39,600,89784.95,600,20266.72,600,600,53880.49,600,600,27134.21,600,600,131633.8,600,600,600,37441.78,600,30025.97,600,600,600,600,600,600,600,600,29504.58,54672.21,600,600,600,600,600,35662.39,600,89784.95,600,20266.72,600,600,53880.49,600,600,27134.21,600,600,131633.8,600,600,600,37441.78,600,30025.97,600,600,600,600,600,600,600,600,29504.58,54672.21,600,600,600,600,600,35662.39,600,89784.95,600,20266.72,600,600,53880.49,600,600,27134.21,600,600,131633.8,600,600
1460_5.937_806.3567,21786,14337.12,28589.2,30667.63,600,600,32306.05,46335.46,31188.71,29322.31,44687.11,28404.54,58856,59170.38,50375.84,47542.11,600,600,52729.73,29362.29,600,54075.05,600,24947.25,600,600,34167.12,600,600,11652.62,600,39475.93,47977.75,600,34000.09,21786,14337.12,28589.2,30667.63,600,600,32306.05,46335.46,31188.71,29322.31,44687.11,28404.54,58856,59170.38,50375.84,47542.11,600,600,52729.73,29362.29,600,54075.05,600,24947.25,600,600,34167.12,600,600,11652.62,600,39475.93,47977.75,600,34000.09,21786,14337.12,28589.2,30667.63,600,600,32306.05,46335.46,31188.71,29322.31,44687.11,28404.54,58856,59170.38,50375.84,47542.11,600,600,52729.73,29362.29,600,54075.05,600,24947.25,600,600,34167.12,600,600,11652.62,600,39475.93,47977.75,600,34000.09
1461_6.295_806.3888,600,600,600,600,600,600,25216.46,600,600,600,33436.97,12452.65,600,33066.6,48572.69,28595.22,26396.15,25272.97,34288,59415.41,600,50316.91,33027.35,600,22315.13,600,35652.39,600,600,22631.91,600,30595.96,23352.86,55496.21,600,600,600,600,600,600,600,25216.46,600,600,600,33436.97,12452.65,600,33066.6,48572.69,28595.22,26396.15,25272.97,34288,59415.41,600,50316.91,33027.35,600,22315.13,600,35652.39,600,600,22631.91,600,30595.96,23352.86,55496.21,600,600,600,600,600,600,600,25216.46,600,600,600,33436.97,12452.65,600,33066.6,48572.69,28595.22,26396.15,25272.97,34288,59415.41,600,50316.91,33027.35,600,22315.13,600,35652.39,600,600,22631.91,600,30595.96,23352.86,55496.21,600
1462_7.231_809.8994,600,600,600,600,45582.38,3449.144,600,600,600,31446.55,307137.8,600,4611.365,600,600,600,600,600,600,600,12087.22,600,600,17791.5,5375.863,600,600,42533.99,91384.08,44625.96,600,600,600,600,600,600,600,600,600,45582.38,3449.144,600,600,600,31446.55,307137.8,600,4611.365,600,600,600,600,600,600,600,12087.22,600,600,17791.5,5375.863,600,600,42533.99,91384.08,44625.96,600,600,600,600,600,600,600,600,600,45582.38,3449.144,600,600,600,31446.55,307137.8,600,4611.365,600,600,600,600,600,600,600,12087.22,600,600,17791.5,5375.863,600,600,42533.99,91384.08,44625.96,600,600,600,600,600
1463_6.084_818.3552,600,600,600,121111.8,600,600,600,127294,134199.3,90136.81,600,106507.5,600,193291.5,139085.8,217518.3,600,600,243350.4,600,600,86367.59,35949.54,106882.4,600,600,600,600,600,32381.06,600,600,363743.7,600,600,600,600,600,121111.8,600,600,600,127294,134199.3,90136.81,600,106507.5,600,193291.5,139085.8,217518.3,600,600,243350.4,600,600,86367.59,35949.54,106882.4,600,600,600,600,600,32381.06,600,600,363743.7,600,600,600,600,600,121111.8,600,600,600,127294,134199.3,90136.81,600,106507.5,600,193291.5,139085.8,217518.3,600,600,243350.4,600,600,86367.59,35949.54,106882.4,600,600,600,600,600,32381.06,600,600,363743.7,600,600
1464_6.448_818.3926,82352.44,600,121916.5,111794.6,600,81032.73,111464.3,101802.4,96510.61,600,198331.2,69544.46,170601,194130.3,149290.6,155172.6,172208.2,165173.4,187837.3,151362.8,600,215570.9,600,80632.71,119760.4,134040.5,182327.7,600,600,21012.74,144909.2,176229.8,160485.9,184005.7,70557.7,82352.44,600,121916.5,111794.6,600,81032.73,111464.3,101802.4,96510.61,600,198331.2,69544.46,170601,194130.3,149290.6,155172.6,172208.2,165173.4,187837.3,151362.8,600,215570.9,600,80632.71,119760.4,134040.5,182327.7,600,600,21012.74,144909.2,176229.8,160485.9,184005.7,70557.7,82352.44,600,121916.5,111794.6,600,81032.73,111464.3,101802.4,96510.61,600,198331.2,69544.46,170601,194130.3,149290.6,155172.6,172208.2,165173.4,187837.3,151362.8,600,215570.9,600,80632.71,119760.4,134040.5,182327.7,600,600,21012.74,144909.2,176229.8,160485.9,184005.7,70557.7
1465_6.804_818.3946,600,7041.57,61361.53,600,600,600,61926.35,600,600,20887.82,600,600,101077.9,66970.94,59194.31,77253.98,78979.73,78446.91,94018.13,18687.94,34519.53,115701.6,600,35433.13,60019.94,79197.86,600,600,600,600,70763.57,600,73019.67,30509.94,600,600,7041.57,61361.53,600,600,600,61926.35,600,600,20887.82,600,600,101077.9,66970.94,59194.31,77253.98,78979.73,78446.91,94018.13,18687.94,34519.53,115701.6,600,35433.13,60019.94,79197.86,600,600,600,600,70763.57,600,73019.67,30509.94,600,600,7041.57,61361.53,600,600,600,61926.35,600,600,20887.82,600,600,101077.9,66970.94,59194.31,77253.98,78979.73,78446.91,94018.13,18687.94,34519.53,115701.6,600,35433.13,60019.94,79197.86,600,600,600,600,70763.57,600,73019.67,30509.94,600
1466_7.076_819.3812,122526.9,92019.56,600,132400.5,600,600,600,121570.2,101862.8,28149.21,600,89365.38,600,600,600,600,600,42291.93,122280.6,600,108389.3,600,68052.32,600,32815.25,600,600,16414.36,9761.57,57922.57,141534.7,600,600,5639.676,11836.48,122526.9,92019.56,600,132400.5,600,600,600,121570.2,101862.8,28149.21,600,89365.38,600,600,600,600,600,42291.93,122280.6,600,108389.3,600,68052.32,600,32815.25,600,600,16414.36,9761.57,57922.57,141534.7,600,600,5639.676,11836.48,122526.9,92019.56,600,132400.5,600,600,600,121570.2,101862.8,28149.21,600,89365.38,600,600,600,600,600,42291.93,122280.6,600,108389.3,600,68052.32,600,32815.25,600,600,16414.36,9761.57,57922.57,141534.7,600,600,5639.676,11836.48
1467_6.433_820.3682,333019,600,600,600,600,600,600,600,600,600,359845.1,229508.9,600,600,347242.3,600,600,366861.1,600,382567.5,18417.68,600,600,600,600,600,600,600,600,600,600,379293.2,222152.7,600,600,333019,600,600,600,600,600,600,600,600,600,359845.1,229508.9,600,600,347242.3,600,600,366861.1,600,382567.5,18417.68,600,600,600,600,600,600,600,600,600,600,379293.2,222152.7,600,600,333019,600,600,600,600,600,600,600,600,600,359845.1,229508.9,600,600,347242.3,600,600,366861.1,600,382567.5,18417.68,600,600,600,600,600,600,600,600,600,600,379293.2,222152.7,600,600
1468_6.537_820.3723,134835.5,114926.1,600,600,600,600,600,600,600,600,167144.8,600,600,157436.4,600,600,600,600,600,600,10035,600,600,32188.26,137115.9,600,600,97576.66,11643.52,600,155977.6,600,600,600,600,134835.5,114926.1,600,600,600,600,600,600,600,600,167144.8,600,600,157436.4,600,600,600,600,600,600,10035,600,600,32188.26,137115.9,600,600,97576.66,11643.52,600,155977.6,600,600,600,600,134835.5,114926.1,600,600,600,600,600,600,600,600,167144.8,600,600,157436.4,600,600,600,600,600,600,10035,600,600,32188.26,137115.9,600,600,97576.66,11643.52,600,155977.6,600,600,600,600
1469_6.687_820.3741,600,36065.02,122645.1,130142,600,29964.88,112849,109663.7,68566.43,600,600,91240.31,87281.83,600,600,76254.98,121090.5,105624,81145.64,79725.91,600,110498.5,47308.4,42033.78,600,127345.5,101814.8,31669.36,600,35422.54,600,105555.4,73390.44,102774.9,76601.19,600,36065.02,122645.1,130142,600,29964.88,112849,109663.7,68566.43,600,600,91240.31,87281.83,600,600,76254.98,121090.5,105624,81145.64,79725.91,600,110498.5,47308.4,42033.78,600,127345.5,101814.8,31669.36,600,35422.54,600,105555.4,73390.44,102774.9,76601.19,600,36065.02,122645.1,130142,600,29964.88,112849,109663.7,68566.43,600,600,91240.31,87281.83,600,600,76254.98,121090.5,105624,81145.64,79725.91,600,110498.5,47308.4,42033.78,600,127345.5,101814.8,31669.36,600,35422.54,600,105555.4,73390.44,102774.9,76601.19
1470_6.019_824.3689,26234.49,15440.14,600,600,223607.3,93704.18,600,600,32919.15,600,600,43919.7,600,600,600,600,24272.24,600,600,46246.48,18072.18,600,37789.06,16894.1,600,26681.38,51034.15,21322.54,53403.84,21268.39,26302.66,600,600,600,21705.16,26234.49,15440.14,600,600,223607.3,93704.18,600,600,32919.15,600,600,43919.7,600,600,600,600,24272.24,600,600,46246.48,18072.18,600,37789.06,16894.1,600,26681.38,51034.15,21322.54,53403.84,21268.39,26302.66,600,600,600,21705.16,26234.49,15440.14,600,600,223607.3,93704.18,600,600,32919.15,600,600,43919.7,600,600,600,600,24272.24,600,600,46246.48,18072.18,600,37789.06,16894.1,600,26681.38,51034.15,21322.54,53403.84,21268.39,26302.66,600,600,600,21705.16
1471_6.131_824.3691,665430.2,655446.9,676419.9,607480.1,600,501323,631857.1,690837.9,656744.6,723138.9,807217.9,633439.2,831219.8,787499.2,868591,785402.4,749755.3,774315.9,835854.1,334337.6,710914.8,872126.6,866565.4,826516.1,728389.7,804168.9,293413.3,826645.8,182191.5,667235.3,767355.4,828009.3,811775.9,841878.9,649844.8,665430.2,655446.9,676419.9,607480.1,600,501323,631857.1,690837.9,656744.6,723138.9,807217.9,633439.2,831219.8,787499.2,868591,785402.4,749755.3,774315.9,835854.1,334337.6,710914.8,872126.6,866565.4,826516.1,728389.7,804168.9,293413.3,826645.8,182191.5,667235.3,767355.4,828009.3,811775.9,841878.9,649844.8,665430.2,655446.9,676419.9,607480.1,600,501323,631857.1,690837.9,656744.6,723138.9,807217.9,633439.2,831219.8,787499.2,868591,785402.4,749755.3,774315.9,835854.1,334337.6,710914.8,872126.6,866565.4,826516.1,728389.7,804168.9,293413.3,826645.8,182191.5,667235.3,767355.4,828009.3,811775.9,841878.9,649844.8
1472_6.804_828.3854,600,600,600,600,600,37273.56,600,600,600,600,600,600,600,600,225004,600,110330.4,600,600,600,158812.7,600,600,45877.3,600,600,42166.35,600,600,600,119893.7,600,125614.7,219146.1,600,600,600,600,600,600,37273.56,600,600,600,600,600,600,600,600,225004,600,110330.4,600,600,600,158812.7,600,600,45877.3,600,600,42166.35,600,600,600,119893.7,600,125614.7,219146.1,600,600,600,600,600,600,37273.56,600,600,600,600,600,600,600,600,225004,600,110330.4,600,600,600,158812.7,600,600,45877.3,600,600,42166.35,600,600,600,119893.7,600,125614.7,219146.1,600
1473_5.976_832.3701,204278.3,600,134047.7,175500.1,600,600,244558.7,600,120727.8,600,240061.2,142037.9,600,238609.5,243432.4,154642.3,180896.8,187826.5,184271.9,155644.3,600,226063.2,600,113675.5,197166.8,162677.8,600,114475.2,44073.45,600,199732.5,248546.1,166124.5,200021.4,160936.2,204278.3,600,134047.7,175500.1,600,600,244558.7,600,120727.8,600,240061.2,142037.9,600,238609.5,243432.4,154642.3,180896.8,187826.5,184271.9,155644.3,600,226063.2,600,113675.5,197166.8,162677.8,600,114475.2,44073.45,600,199732.5,248546.1,166124.5,200021.4,160936.2,204278.3,600,134047.7,175500.1,600,600,244558.7,600,120727.8,600,240061.2,142037.9,600,238609.5,243432.4,154642.3,180896.8,187826.5,184271.9,155644.3,600,226063.2,600,113675.5,197166.8,162677.8,600,114475.2,44073.45,600,199732.5,248546.1,166124.5,200021.4,160936.2
1474_6.2_832.3708,600,79668.01,600,49564.53,29977.28,90799.96,600,99775.69,600,600,600,600,89026.72,72809.14,600,83871.17,600,600,95166.13,600,5587.978,75525.43,27380.99,600,600,75407.67,600,34257.29,28258.2,99810.36,600,69210.05,6276.547,600,600,600,79668.01,600,49564.53,29977.28,90799.96,600,99775.69,600,600,600,600,89026.72,72809.14,600,83871.17,600,600,95166.13,600,5587.978,75525.43,27380.99,600,600,75407.67,600,34257.29,28258.2,99810.36,600,69210.05,6276.547,600,600,600,79668.01,600,49564.53,29977.28,90799.96,600,99775.69,600,600,600,600,89026.72,72809.14,600,83871.17,600,600,95166.13,600,5587.978,75525.43,27380.99,600,600,75407.67,600,34257.29,28258.2,99810.36,600,69210.05,6276.547,600,600
1475_6.907_832.4006,333821.4,355111.6,376725.4,327369.9,275211,243026.4,381767.8,365069.5,252307.5,80088.16,387686.6,309697.8,419974.4,406850.8,299722.9,398702.6,426011.6,433233.8,396760,385053,317405.3,507576.4,310521.1,600,360846.1,456162.9,443494.2,273996,433162.2,345063.1,439214,438977.3,366366.3,308393.6,310771.3,333821.4,355111.6,376725.4,327369.9,275211,243026.4,381767.8,365069.5,252307.5,80088.16,387686.6,309697.8,419974.4,406850.8,299722.9,398702.6,426011.6,433233.8,396760,385053,317405.3,507576.4,310521.1,600,360846.1,456162.9,443494.2,273996,433162.2,345063.1,439214,438977.3,366366.3,308393.6,310771.3,333821.4,355111.6,376725.4,327369.9,275211,243026.4,381767.8,365069.5,252307.5,80088.16,387686.6,309697.8,419974.4,406850.8,299722.9,398702.6,426011.6,433233.8,396760,385053,317405.3,507576.4,310521.1,600,360846.1,456162.9,443494.2,273996,433162.2,345063.1,439214,438977.3,366366.3,308393.6,310771.3
1476_1.456_833.6029,103324.7,16209.94,145867.1,126847,600,600,96564.42,84173.39,32932.48,22104.39,600,86320.67,123726.7,101424.2,80262.4,14642.26,38637.73,103138.2,38692.57,57887.2,44644.16,116236.8,600,8425.717,132480.3,91101.32,77239.39,13513.37,600,600,46141.08,90242.05,71921.08,97014.1,68332.78,103324.7,16209.94,145867.1,126847,600,600,96564.42,84173.39,32932.48,22104.39,600,86320.67,123726.7,101424.2,80262.4,14642.26,38637.73,103138.2,38692.57,57887.2,44644.16,116236.8,600,8425.717,132480.3,91101.32,77239.39,13513.37,600,600,46141.08,90242.05,71921.08,97014.1,68332.78,103324.7,16209.94,145867.1,126847,600,600,96564.42,84173.39,32932.48,22104.39,600,86320.67,123726.7,101424.2,80262.4,14642.26,38637.73,103138.2,38692.57,57887.2,44644.16,116236.8,600,8425.717,132480.3,91101.32,77239.39,13513.37,600,600,46141.08,90242.05,71921.08,97014.1,68332.78
1477_5.788_834.3505,18156,20023.13,20665.5,16314.48,600,600,9898.751,23227.6,17590.04,13590.12,19621.11,13328.41,23893.83,13225.53,21704.57,42382.46,20901.89,20658.24,32065.06,27275.75,23697.98,27942.74,39335.53,39913.55,17557.41,21467.34,37690.46,16276.06,18391.77,27085.21,17366.61,18369.97,35574.91,37152.43,19418.13,18156,20023.13,20665.5,16314.48,600,600,9898.751,23227.6,17590.04,13590.12,19621.11,13328.41,23893.83,13225.53,21704.57,42382.46,20901.89,20658.24,32065.06,27275.75,23697.98,27942.74,39335.53,39913.55,17557.41,21467.34,37690.46,16276.06,18391.77,27085.21,17366.61,18369.97,35574.91,37152.43,19418.13,18156,20023.13,20665.5,16314.48,600,600,9898.751,23227.6,17590.04,13590.12,19621.11,13328.41,23893.83,13225.53,21704.57,42382.46,20901.89,20658.24,32065.06,27275.75,23697.98,27942.74,39335.53,39913.55,17557.41,21467.34,37690.46,16276.06,18391.77,27085.21,17366.61,18369.97,35574.91,37152.43,19418.13
1478_6.725_834.3857,600,18304.28,600,42581.56,600,20046.35,600,600,28245.2,63965.33,28094.76,600,41711.85,49609.83,57462.59,600,600,36921.94,600,49011.98,28411.04,36086.25,45187.96,600,600,39269.7,600,22159.23,600,23949.11,31424.74,32016.21,600,600,600,600,18304.28,600,42581.56,600,20046.35,600,600,28245.2,63965.33,28094.76,600,41711.85,49609.83,57462.59,600,600,36921.94,600,49011.98,28411.04,36086.25,45187.96,600,600,39269.7,600,22159.23,600,23949.11,31424.74,32016.21,600,600,600,600,18304.28,600,42581.56,600,20046.35,600,600,28245.2,63965.33,28094.76,600,41711.85,49609.83,57462.59,600,600,36921.94,600,49011.98,28411.04,36086.25,45187.96,600,600,39269.7,600,22159.23,600,23949.11,31424.74,32016.21,600,600,600
1479_6.429_834.3881,63041.89,12685.23,600,57196.71,600,600,46897.75,53070.42,56172.96,600,600,600,600,600,600,600,600,85841.55,600,600,600,76423.86,600,600,84250.13,600,59261.34,21060.33,46149.68,600,600,45598.44,600,600,50365.74,63041.89,12685.23,600,57196.71,600,600,46897.75,53070.42,56172.96,600,600,600,600,600,600,600,600,85841.55,600,600,600,76423.86,600,600,84250.13,600,59261.34,21060.33,46149.68,600,600,45598.44,600,600,50365.74,63041.89,12685.23,600,57196.71,600,600,46897.75,53070.42,56172.96,600,600,600,600,600,600,600,600,85841.55,600,600,600,76423.86,600,600,84250.13,600,59261.34,21060.33,46149.68,600,600,45598.44,600,600,50365.74
1480_6.88_842.3847,116585.6,25786.44,120102.9,112098.8,28023.43,600,117957.9,93819.99,62806.95,600,113814.9,103616.1,600,147788.7,134838.8,121817.5,123455.4,121337.8,54893.89,111210.8,600,600,11039.22,15240.33,123574.2,142649.2,69173.32,600,83605.14,600,149248.7,12679.23,83633.94,600,95444.42,116585.6,25786.44,120102.9,112098.8,28023.43,600,117957.9,93819.99,62806.95,600,113814.9,103616.1,600,147788.7,134838.8,121817.5,123455.4,121337.8,54893.89,111210.8,600,600,11039.22,15240.33,123574.2,142649.2,69173.32,600,83605.14,600,149248.7,12679.23,83633.94,600,95444.42,116585.6,25786.44,120102.9,112098.8,28023.43,600,117957.9,93819.99,62806.95,600,113814.9,103616.1,600,147788.7,134838.8,121817.5,123455.4,121337.8,54893.89,111210.8,600,600,11039.22,15240.33,123574.2,142649.2,69173.32,600,83605.14,600,149248.7,12679.23,83633.94,600,95444.42
1481_6.479_844.3696,600,600,600,600,60757.14,600,600,204575.3,195618.7,600,24381.42,600,35814.44,600,600,600,600,35308.08,33421.27,600,68200.05,65975.67,600,48115,600,600,600,184873.5,97463,200068.8,600,50817.3,54353.6,600,213223.5,600,600,600,600,60757.14,600,600,204575.3,195618.7,600,24381.42,600,35814.44,600,600,600,600,35308.08,33421.27,600,68200.05,65975.67,600,48115,600,600,600,184873.5,97463,200068.8,600,50817.3,54353.6,600,213223.5,600,600,600,600,60757.14,600,600,204575.3,195618.7,600,24381.42,600,35814.44,600,600,600,600,35308.08,33421.27,600,68200.05,65975.67,600,48115,600,600,600,184873.5,97463,200068.8,600,50817.3,54353.6,600,213223.5
1482_6.286_844.3706,354118.4,284126.8,347238.7,421882.2,281805.3,287634.3,278744.6,600,600,300588.6,443786.3,396824.9,302842.4,450891.7,443119.4,258288.5,361306.8,299237.3,272805.9,324416.8,254921.3,334937.7,600,358814.5,596100.3,339536.4,600,600,513876.5,600,600,307822.7,286847.1,327323.4,600,354118.4,284126.8,347238.7,421882.2,281805.3,287634.3,278744.6,600,600,300588.6,443786.3,396824.9,302842.4,450891.7,443119.4,258288.5,361306.8,299237.3,272805.9,324416.8,254921.3,334937.7,600,358814.5,596100.3,339536.4,600,600,513876.5,600,600,307822.7,286847.1,327323.4,600,354118.4,284126.8,347238.7,421882.2,281805.3,287634.3,278744.6,600,600,300588.6,443786.3,396824.9,302842.4,450891.7,443119.4,258288.5,361306.8,299237.3,272805.9,324416.8,254921.3,334937.7,600,358814.5,596100.3,339536.4,600,600,513876.5,600,600,307822.7,286847.1,327323.4,600
1483_5.126_846.4438,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
1484_5.931_847.3583,600,10470.96,66864.22,19919.22,7486.522,9806.469,25260.67,38390.33,600,18378.99,31205.63,9525.883,86936.25,107383.4,54464.41,66327.55,600,63700.22,71754.18,600,600,88178.45,12931.23,10107.56,58562.34,600,8788.142,19570.22,8129.5,11169.5,600,86755.19,36071.13,115699.7,600,600,10470.96,66864.22,19919.22,7486.522,9806.469,25260.67,38390.33,600,18378.99,31205.63,9525.883,86936.25,107383.4,54464.41,66327.55,600,63700.22,71754.18,600,600,88178.45,12931.23,10107.56,58562.34,600,8788.142,19570.22,8129.5,11169.5,600,86755.19,36071.13,115699.7,600,600,10470.96,66864.22,19919.22,7486.522,9806.469,25260.67,38390.33,600,18378.99,31205.63,9525.883,86936.25,107383.4,54464.41,66327.55,600,63700.22,71754.18,600,600,88178.45,12931.23,10107.56,58562.34,600,8788.142,19570.22,8129.5,11169.5,600,86755.19,36071.13,115699.7,600
1485_6.108_850.3821,600,60476.2,600,600,600,17819.32,600,91300.63,61347.81,34263.02,111975.7,600,600,54829,127406.1,600,89515.13,600,600,600,600,600,600,99020.02,600,600,166436.5,600,600,600,600,600,57365.41,58586.97,76981.05,600,60476.2,600,600,600,17819.32,600,91300.63,61347.81,34263.02,111975.7,600,600,54829,127406.1,600,89515.13,600,600,600,600,600,600,99020.02,600,600,166436.5,600,600,600,600,600,57365.41,58586.97,76981.05,600,60476.2,600,600,600,17819.32,600,91300.63,61347.81,34263.02,111975.7,600,600,54829,127406.1,600,89515.13,600,600,600,600,600,600,99020.02,600,600,166436.5,600,600,600,600,600,57365.41,58586.97,76981.05
